,userId,similar_user_1,similar_user_2,similar_user_3,similar_user_4,similar_user_5
4397,1093.0,882.0,533.0,1060.0,850.0,1093.0
4405,1094.0,220.0,911.0,1019.0,114.0,1094.0
4406,1095.0,741.0,231.0,483.0,229.0,1095.0
4421,1096.0,1041.0,1093.0,741.0,882.0,1096.0
4425,1097.0,30.0,1156.0,806.0,24.0,1097.0
4431,1099.0,427.0,1011.0,498.0,58.0,1099.0
4432,1100.0,56.0,559.0,741.0,1114.0,1100.0
4439,1102.0,682.0,400.0,879.0,900.0,1102.0
4446,1103.0,15.0,471.0,332.0,582.0,1103.0
4448,1104.0,741.0,231.0,56.0,559.0,1104.0
4465,1105.0,611.0,340.0,150.0,1136.0,1105.0
4467,1106.0,220.0,911.0,114.0,1027.0,1106.0
4468,1108.0,24.0,1156.0,576.0,527.0,1108.0
4471,1109.0,887.0,1122.0,340.0,1136.0,1109.0
4476,1110.0,956.0,1145.0,117.0,514.0,1110.0
4477,1111.0,455.0,1130.0,534.0,681.0,1111.0
4483,1112.0,611.0,1156.0,340.0,483.0,1112.0
4484,1113.0,956.0,436.0,340.0,544.0,1113.0
4489,1114.0,392.0,741.0,1104.0,930.0,1114.0
4504,1115.0,20.0,332.0,340.0,1065.0,1115.0
4505,1116.0,887.0,429.0,834.0,56.0,1116.0
4507,1117.0,340.0,392.0,741.0,1069.0,1117.0
4523,1119.0,836.0,1104.0,1114.0,559.0,1119.0
4532,1120.0,882.0,455.0,524.0,191.0,1120.0
4541,1121.0,1010.0,533.0,882.0,741.0,1121.0
4549,1122.0,682.0,392.0,741.0,229.0,1122.0
4566,1123.0,56.0,971.0,559.0,682.0,1123.0
4567,1124.0,741.0,1136.0,229.0,392.0,1124.0
4582,1126.0,120.0,611.0,682.0,483.0,1126.0
4595,1129.0,682.0,1104.0,231.0,368.0,1129.0
4596,1130.0,1130.0,431.0,1120.0,455.0,1130.0
4603,1131.0,191.0,1066.0,971.0,682.0,1131.0
4611,1132.0,150.0,1184.0,65.0,988.0,1132.0
4618,1133.0,491.0,1119.0,368.0,390.0,1133.0
4620,1134.0,825.0,1145.0,746.0,1002.0,1134.0
4627,1135.0,461.0,512.0,125.0,120.0,1135.0
4629,1136.0,340.0,741.0,392.0,231.0,1136.0
4650,1138.0,978.0,741.0,1138.0,728.0,1138.0
4656,1140.0,1140.0,368.0,824.0,931.0,1140.0
4666,1141.0,1145.0,34.0,340.0,825.0,1141.0
4671,1142.0,544.0,981.0,352.0,930.0,1142.0
4677,1143.0,483.0,24.0,682.0,766.0,1143.0
4686,1144.0,261.0,728.0,559.0,1066.0,1144.0
4689,1145.0,834.0,1104.0,1069.0,825.0,1145.0
4702,1146.0,422.0,222.0,346.0,661.0,1146.0
4703,1147.0,98.0,1147.0,346.0,151.0,1147.0
4710,1148.0,1120.0,926.0,882.0,1079.0,1148.0
4713,1149.0,150.0,682.0,741.0,56.0,1149.0
4723,1150.0,340.0,1002.0,392.0,457.0,1150.0
4733,1151.0,1122.0,1151.0,836.0,682.0,1151.0
4739,1152.0,342.0,354.0,492.0,468.0,1152.0
4742,1153.0,24.0,296.0,65.0,56.0,1153.0
4745,1154.0,1041.0,368.0,390.0,1117.0,1154.0
4751,1155.0,429.0,49.0,231.0,482.0,1155.0
4766,1156.0,340.0,231.0,1104.0,56.0,1156.0
4780,1158.0,395.0,979.0,261.0,338.0,1158.0
4786,1159.0,11.0,860.0,1117.0,1065.0,1159.0
4788,1160.0,956.0,1053.0,269.0,105.0,1160.0
4795,1162.0,971.0,682.0,229.0,611.0,1162.0
4796,1163.0,1163.0,319.0,56.0,426.0,1163.0
4801,1164.0,1010.0,261.0,468.0,772.0,1164.0
4814,1165.0,778.0,120.0,251.0,63.0,1165.0
4815,1166.0,63.0,1184.0,56.0,834.0,1166.0
4823,1167.0,261.0,56.0,559.0,728.0,1167.0
4825,1170.0,971.0,1170.0,741.0,150.0,1170.0
4839,1171.0,340.0,719.0,229.0,567.0,1171.0
4841,1172.0,346.0,611.0,971.0,120.0,1172.0
4842,1173.0,346.0,611.0,971.0,392.0,1173.0
4845,1174.0,663.0,667.0,403.0,843.0,1174.0
4846,1177.0,741.0,392.0,229.0,368.0,1177.0
4860,1178.0,340.0,231.0,741.0,392.0,1178.0
4874,1179.0,1014.0,1010.0,24.0,523.0,1179.0
4883,1180.0,220.0,911.0,1019.0,114.0,1180.0
4884,1182.0,702.0,965.0,332.0,1145.0,1182.0
4890,1183.0,956.0,1145.0,117.0,514.0,1183.0
4891,1184.0,1136.0,392.0,741.0,231.0,1184.0
4906,1185.0,514.0,312.0,332.0,837.0,1185.0
4909,1186.0,981.0,20.0,332.0,1065.0,1186.0
4910,1187.0,1213.0,56.0,559.0,836.0,1187.0
4915,1188.0,719.0,741.0,392.0,1136.0,1188.0
4922,1192.0,427.0,1011.0,753.0,1192.0,1192.0
4924,1194.0,431.0,151.0,1194.0,24.0,1194.0
4927,1197.0,681.0,1119.0,1111.0,534.0,1197.0
4931,1199.0,567.0,120.0,132.0,871.0,1199.0
4936,1200.0,220.0,911.0,1019.0,1094.0,1200.0
4937,1201.0,1122.0,682.0,120.0,346.0,1201.0
4939,1202.0,332.0,37.0,965.0,752.0,1202.0
4944,1203.0,392.0,150.0,229.0,778.0,1203.0
4951,1205.0,940.0,1119.0,926.0,1205.0,1205.0
4953,1206.0,1031.0,426.0,772.0,1097.0,1206.0
4956,1207.0,825.0,1002.0,340.0,672.0,1207.0
4963,1208.0,24.0,931.0,325.0,882.0,1208.0
4967,1209.0,37.0,461.0,727.0,450.0,1209.0
4968,1211.0,956.0,1145.0,117.0,514.0,1211.0
4969,1212.0,1212.0,261.0,317.0,366.0,1212.0
4979,1213.0,56.0,559.0,1104.0,1114.0,1213.0
4986,1214.0,191.0,559.0,533.0,971.0,1214.0
4993,1215.0,567.0,871.0,828.0,450.0,1215.0
4997,1216.0,151.0,115.0,983.0,768.0,1216.0
4999,1219.0,1178.0,340.0,11.0,924.0,1219.0
